Partner,Province,District,Health Facility,DATIM_code,SISMA_code,Type,Period,attribute,value,indicator
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,437,Actively on TPT
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-04-20,TX_CURTot,6145,TX_CURR
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-04-20,TPT_candidates,5166,TPT Candidates
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-04-20,TPT_ineligible,109,TPT Ineligible
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TX_CURR_TPT_Com,663,TPT Completed
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TX_CURR_TB_tto,99,Recent Active TB TX
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,6,Recent Pos TB Screen
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,351,Actively on TPT
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TX_CURTot,1700,TX_CURR
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TPT_candidates,581,TPT Candidates
ARIEL,Cabo Delgado,Namuno,Namuno CS I,od9Sosf2Y0V,1021306,ER_P2,2021-04-20,TPT_ineligible,105,TPT Ineligible
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TX_CURR_TPT_Com,2,TPT Completed
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TX_CURR_TB_tto,0,Recent Active TB TX
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,14,Actively on TPT
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TX_CURTot,237,TX_CURR
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TPT_candidates,221,TPT Candidates
ARIEL,Cabo Delgado,Nangade,Nangade CS II,dY1ATXbywBu,1021406,ER_P2,2021-04-20,TPT_ineligible,0,TPT Ineligible
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TX_CURR_TPT_Com,23,TPT Completed
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TX_CURR_TB_tto,3,Recent Active TB TX
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,5,Recent Pos TB Screen
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TX_CURR_W_TPT_last7Mo,33,Actively on TPT
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TX_CURTot,401,TX_CURR
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TPT_candidates,337,TPT Candidates
ARIEL,Cabo Delgado,Nangade,N'Tamba CS III,vvaX4oKLyKo,1021407,ER_P3,2021-04-20,TPT_ineligible,8,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TX_CURR_TPT_Com,834,TPT Completed
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TX_CURR_TB_tto,97,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,8,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,477,Actively on TPT
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TX_CURTot,3224,TX_CURR
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TPT_candidates,1808,TPT Candidates
ARIEL,Cabo Delgado,Pemba,B. Cariacó CS III,etyPfIkrlrM,1020106,ER_P1,2021-04-20,TPT_ineligible,105,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TX_CURR_TPT_Com,651,TPT Completed
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TX_CURR_TB_tto,32,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,5,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,233,Actively on TPT
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TX_CURTot,1346,TX_CURR
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TPT_candidates,425,TPT Candidates
ARIEL,Cabo Delgado,Pemba,B. Cimento CSURB,E8PnLO9QRcE,1020109,ER_P2,2021-04-20,TPT_ineligible,37,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TX_CURR_TPT_Com,637,TPT Completed
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TX_CURR_TB_tto,89,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,1,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,665,Actively on TPT
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TX_CURTot,2782,TX_CURR
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TPT_candidates,1390,TPT Candidates
ARIEL,Cabo Delgado,Pemba,B. Eduardo Mondlane PS,vBjsjEqsmWL,1020110,ER_P2,2021-04-20,TPT_ineligible,90,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TX_CURR_TPT_Com,261,TPT Completed
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TX_CURR_TB_tto,31,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,7,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,152,Actively on TPT
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TX_CURTot,785,TX_CURR
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TPT_candidates,334,TPT Candidates
ARIEL,Cabo Delgado,Pemba,B. Ingonane CS III,usFB6MgBB6t,1020107,ER_P2,2021-04-20,TPT_ineligible,38,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TX_CURR_TPT_Com,306,TPT Completed
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TX_CURR_TB_tto,17,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,186,Actively on TPT
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TX_CURTot,1025,TX_CURR
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TPT_candidates,516,TPT Candidates
ARIEL,Cabo Delgado,Pemba,B. Muxara PS,mVZB3R5M66F,1020112,ER_P2,2021-04-20,TPT_ineligible,17,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TX_CURR_TPT_Com,1416,TPT Completed
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TX_CURR_TB_tto,9,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,7,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,183,Actively on TPT
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TX_CURTot,2034,TX_CURR
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TPT_candidates,419,TPT Candidates
ARIEL,Cabo Delgado,Pemba,Hospital Provincial de Pemba HP,U7jt55boMwC,1020100,ER_P1,2021-04-20,TPT_ineligible,16,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TX_CURR_TPT_Com,354,TPT Completed
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TX_CURR_TB_tto,27,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,3,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,171,Actively on TPT
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TX_CURTot,1204,TX_CURR
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TPT_candidates,649,TPT Candidates
ARIEL,Cabo Delgado,Pemba,"Mahate PS (Cabo Delgado, Cidade De Pemba)",dw94DZyrpUZ,1020111,ER_P2,2021-04-20,TPT_ineligible,30,TPT Ineligible
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TX_CURR_TPT_Com,789,TPT Completed
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TX_CURR_TB_tto,96,Recent Active TB TX
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,20,Recent Pos TB Screen
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,640,Actively on TPT
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TX_CURTot,3962,TX_CURR
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TPT_candidates,2417,TPT Candidates
ARIEL,Cabo Delgado,Pemba,Natite PS,qc9eMgI8Y95,1020108,ER_P1,2021-04-20,TPT_ineligible,116,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TX_CURR_TPT_Com,1116,TPT Completed
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TX_CURR_TB_tto,93,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,277,Actively on TPT
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TX_CURTot,3343,TX_CURR
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TPT_candidates,1855,TPT Candidates
ARIEL,Maputo Provincia,Boane,Beleluane,RMKAo2HcVkM,1100210,ER_P1,2021-04-20,TPT_ineligible,95,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TX_CURR_TPT_Com,1702,TPT Completed
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TX_CURR_TB_tto,277,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,14,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,497,Actively on TPT
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TX_CURTot,6616,TX_CURR
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TPT_candidates,4126,TPT Candidates
ARIEL,Maputo Provincia,Boane,Boane CS,z4kLOdnL1Op,1100206,ER_P1,2021-04-20,TPT_ineligible,291,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TX_CURR_TPT_Com,596,TPT Completed
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TX_CURR_TB_tto,50,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,184,Actively on TPT
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TX_CURTot,1972,TX_CURR
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TPT_candidates,1142,TPT Candidates
ARIEL,Maputo Provincia,Boane,Campuane PS,W1wtZLbWuY0,1100207,ER_P2,2021-04-20,TPT_ineligible,50,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TX_CURR_TPT_Com,522,TPT Completed
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TX_CURR_TB_tto,30,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,141,Actively on TPT
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TX_CURTot,1119,TX_CURR
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TPT_candidates,424,TPT Candidates
ARIEL,Maputo Provincia,Boane,Centro de Saude de Mulotana,eFB6BfJ2BTY,1100218,ER_P2,2021-04-20,TPT_ineligible,32,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TX_CURR_TPT_Com,308,TPT Completed
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TX_CURR_TB_tto,34,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,4,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,48,Actively on TPT
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TX_CURTot,747,TX_CURR
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TPT_candidates,353,TPT Candidates
ARIEL,Maputo Provincia,Boane,Gaiato PS,r4mXVpHUWC7,1100214,ER_P2,2021-04-20,TPT_ineligible,38,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TX_CURR_TPT_Com,172,TPT Completed
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TX_CURR_TB_tto,25,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,49,Actively on TPT
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TX_CURTot,841,TX_CURR
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TPT_candidates,593,TPT Candidates
ARIEL,Maputo Provincia,Boane,Mahubo PS,nvXHNeXXvJ5,1100208,ER_P2,2021-04-20,TPT_ineligible,27,TPT Ineligible
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TX_CURR_TPT_Com,555,TPT Completed
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TX_CURR_TB_tto,79,Recent Active TB TX
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,195,Actively on TPT
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TX_CURTot,1334,TX_CURR
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TPT_candidates,505,TPT Candidates
ARIEL,Maputo Provincia,Boane,Matola-Rio PS,ZBkpY2KdibX,1100212,ER_P2,2021-04-20,TPT_ineligible,79,TPT Ineligible
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TX_CURR_TPT_Com,1768,TPT Completed
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TX_CURR_TB_tto,153,Recent Active TB TX
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,7,Recent Pos TB Screen
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TX_CURR_W_TPT_last7Mo,299,Actively on TPT
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TX_CURTot,4660,TX_CURR
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TPT_candidates,2433,TPT Candidates
ARIEL,Maputo Provincia,Magude,Magude CS,IQIfv1gEqzC,1100306,ER_P1,2021-04-20,TPT_ineligible,160,TPT Ineligible
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TX_CURR_TPT_Com,477,TPT Completed
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TX_CURR_TB_tto,6,Recent Active TB TX
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,35,Actively on TPT
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TX_CURTot,803,TX_CURR
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TPT_candidates,285,TPT Candidates
ARIEL,Maputo Provincia,Magude,Motaze PS,aHNXoYj7uNJ,1100308,ER_P2,2021-04-20,TPT_ineligible,6,TPT Ineligible
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TX_CURR_TPT_Com,524,TPT Completed
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TX_CURR_TB_tto,54,Recent Active TB TX
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TX_CURR_W_TPT_last7Mo,50,Actively on TPT
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TX_CURTot,1432,TX_CURR
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TPT_candidates,802,TPT Candidates
ARIEL,Maputo Provincia,Manhiça,3 de Fevereiro PS,rnGH1Q5IyIU,1100415,ER_P2,2021-04-20,TPT_ineligible,56,TPT Ineligible
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TX_CURR_TPT_Com,148,TPT Completed
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TX_CURR_TB_tto,16,Recent Active TB TX
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TX_CURR_W_TPT_last7Mo,20,Actively on TPT
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TX_CURTot,468,TX_CURR
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TPT_candidates,284,TPT Candidates
ARIEL,Maputo Provincia,Manhiça,Calanga PS,JVHpkK4exDw,1100410,ER_P3,2021-04-20,TPT_ineligible,16,TPT Ineligible
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TX_CURR_TPT_Com,123,TPT Completed
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TX_CURR_TB_tto,11,Recent Active TB TX
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TX_CURR_W_TPT_last7Mo,11,Actively on TPT
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TX_CURTot,388,TX_CURR
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TPT_candidates,243,TPT Candidates
ARIEL,Maputo Provincia,Manhiça,Centro de Saude de Chibucutso,mC01s0xdGEm,1100417,ER_P3,2021-04-20,TPT_ineligible,11,TPT Ineligible
ARIEL,Maputo Provincia,Manhiça,Ilha Josina PS,mnshKO7lVDt,1100414,ER_P2,2021-04-20,TX_CURR_TPT_Com,447,TPT Completed
ARIEL,Maputo Provincia,Manhiça,Ilha Josina PS,mnshKO7lVDt,1100414,ER_P2,2021-04-20,TX_CURR_TB_tto,63,Recent Active TB TX
